-60.0  1.3  -225.8771799  69.7649
-60.0  1.4  -225.9280116  37.8675
-60.0  1.5  -225.9478838  25.3975
-60.0  1.6  -225.9501135  23.9983
-60.0  1.7  -225.9431641  28.3592
-60.0  1.8  -225.9325503  35.0194
-60.0  1.9  -225.9223054  41.4482
-60.0  2.0  -225.9162826  45.2276
-60.0  2.1  -225.9177144  44.3291
-60.0  2.2  -225.9251493  39.6636
-60.0  2.3  -225.9342276  33.9669
-60.0  2.4  -225.9425374  28.7524
-60.0  2.5  -225.9494094  24.4402
-60.0  2.6  -225.9548165  21.0472
-60.0  2.7  -225.9589837  18.4322
-60.0  2.8  -225.9621437  16.4493
-60.0  2.9  -225.96452  14.9581
-60.0  3.0  -225.966311  13.8343
      
-57.5  1.3  -225.8868727  63.6826
-57.5  1.4  -225.9367783  32.3663
-57.5  1.5  -225.9556137  20.5469
-57.5  1.6  -225.9567909  19.8082
-57.5  1.7  -225.9488268  24.8058
-57.5  1.8  -225.9372624  32.0625
-57.5  1.9  -225.9261283  39.0493
-57.5  2.0  -225.9192224  43.3828
-57.5  2.1  -225.9197453  43.0547
-57.5  2.2  -225.9264294  38.8603
-57.5  2.3  -225.9350007  33.4818
-57.5  2.4  -225.9429894  28.4688
-57.5  2.5  -225.9496537  24.2869
-57.5  2.6  -225.95494  20.9697
-57.5  2.7  -225.9590245  18.4066
-57.5  2.8  -225.9621474  16.447
-57.5  2.9  -225.9644979  14.972
-57.5  3.0  -225.9662968  13.8432
      
-55.0  1.3  -225.8950725  58.5371
-55.0  1.4  -225.9441428  27.745
-55.0  1.5  -225.9620631  16.4999
-55.0  1.6  -225.9623267  16.3344
-55.0  1.7  -225.9534925  21.878
-55.0  1.8  -225.9411197  29.642
-55.0  1.9  -225.9292336  37.1007
-55.0  2.0  -225.9215839  41.9009
-55.0  2.1  -225.9213414  42.0531
-55.0  2.2  -225.9273929  38.2557
-55.0  2.3  -225.9355438  33.141
-55.0  2.4  -225.9432711  28.292
-55.0  2.5  -225.9497737  24.2116
-55.0  2.6  -225.9549671  20.9527
-55.0  2.7  -225.9590356  18.3996
-55.0  2.8  -225.9621322  16.4565
-55.0  2.9  -225.9644813  14.9824
-55.0  3.0  -225.966271  13.8594
      
-52.5  1.3  -225.9019796  54.2028
-52.5  1.4  -225.9503035  23.8791
-52.5  1.5  -225.9674197  13.1385
-52.5  1.6  -225.9668913  13.4701
-52.5  1.7  -225.9573105  19.4822
-52.5  1.8  -225.9442495  27.6781
-52.5  1.9  -225.9317257  35.5369
-52.5  2.0  -225.9234486  40.7308
-52.5  2.1  -225.9225624  41.2869
-52.5  2.2  -225.9280845  37.8218
-52.5  2.3  -225.9358901  32.9237
-52.5  2.4  -225.9434102  28.2047
-52.5  2.5  -225.9497928  24.1996
-52.5  2.6  -225.9549474  20.965
-52.5  2.7  -225.9589644  18.4443
-52.5  2.8  -225.9620702  16.4954
-52.5  2.9  -225.9644275  15.0162
-52.5  3.0  -225.9662171  13.8932
      
-50.0  1.3  -225.9077721  50.568
-50.0  1.4  -225.9554352  20.6589
-50.0  1.5  -225.9718467  10.3606
-50.0  1.6  -225.9706316  11.123
-50.0  1.7  -225.9604093  17.5376
-50.0  1.8  -225.9467599  26.1028
-50.0  1.9  -225.9336945  34.3014
-50.0  2.0  -225.9248863  39.8287
-50.0  2.1  -225.9234594  40.724
-50.0  2.2  -225.9285407  37.5355
-50.0  2.3  -225.9360676  32.8123
-50.0  2.4  -225.9434303  28.1921
-50.0  2.5  -225.9497381  24.2339
-50.0  2.6  -225.9548243  21.0423
-50.0  2.7  -225.9588609  18.5093
-50.0  2.8  -225.9619731  16.5563
-50.0  2.9  -225.9643419  15.0699
-50.0  3.0  -225.9661461  13.9377
      
-47.5  1.3  -225.9126101  47.5321
-47.5  1.4  -225.9596907  17.9886
-47.5  1.5  -225.9754848  8.07762
-47.5  1.6  -225.9736731  9.21447
-47.5  1.7  -225.9628979  15.976
-47.5  1.8  -225.9487447  24.8573
-47.5  1.9  -225.9352169  33.3461
-47.5  2.0  -225.9259585  39.1558
-47.5  2.1  -225.9240775  40.3362
-47.5  2.2  -225.9287939  37.3766
-47.5  2.3  -225.9360988  32.7927
-47.5  2.4  -225.9433444  28.246
-47.5  2.5  -225.9496019  24.3194
-47.5  2.6  -225.9546784  21.1338
-47.5  2.7  -225.958721  18.5971
-47.5  2.8  -225.9618378  16.6412
-47.5  2.9  -225.9642359  15.1364
-47.5  3.0  -225.9660596  13.992
      
-45.0  1.3  -225.916635  45.0064
-45.0  1.4  -225.9632024  15.7849
-45.0  1.5  -225.9784547  6.21398
-45.0  1.6  -225.9761237  7.6767
-45.0  1.7  -225.9648701  14.7384
-45.0  1.8  -225.9502834  23.8917
-45.0  1.9  -225.9363594  32.6292
-45.0  2.0  -225.9267174  38.6796
-45.0  2.1  -225.924454  40.0999
-45.0  2.2  -225.9288704  37.3286
-45.0  2.3  -225.9360023  32.8533
-45.0  2.4  -225.9431668  28.3575
-45.0  2.5  -225.9493923  24.4509
-45.0  2.6  -225.9544968  21.2478
-45.0  2.7  -225.9585381  18.7118
-45.0  2.8  -225.9616849  16.7372
-45.0  2.9  -225.9641128  15.2137
-45.0  3.0  -225.9659607  14.0541
      
-42.5  1.3  -225.9199702  42.9136
-42.5  1.4  -225.9660847  13.9763
-42.5  1.5  -225.98086  4.70463
-42.5  1.6  -225.9780749  6.4523
-42.5  1.7  -225.9664057  13.7748
-42.5  1.8  -225.9514447  23.163
-42.5  1.9  -225.9371797  32.1144
-42.5  2.0  -225.9272093  38.371
-42.5  2.1  -225.9246232  39.9938
-42.5  2.2  -225.9287938  37.3767
-42.5  2.3  -225.9357941  32.9839
-42.5  2.4  -225.9429075  28.5202
-42.5  2.5  -225.9491309  24.6149
-42.5  2.6  -225.9542511  21.402
-42.5  2.7  -225.958326  18.8449
-42.5  2.8  -225.9615054  16.8498
-42.5  2.9  -225.963965  15.3064
-42.5  3.0  -225.9658425  14.1283
      
-40.0  1.3  -225.922723  41.1861
-40.0  1.4  -225.9684355  12.5011
-40.0  1.5  -225.982789  3.49416
-40.0  1.6  -225.9796053  5.49196
-40.0  1.7  -225.9675742  13.0416
-40.0  1.8  -225.9522878  22.634
-40.0  1.9  -225.9377278  31.7705
-40.0  2.0  -225.9274748  38.2043
-40.0  2.1  -225.9246148  39.999
-40.0  2.2  -225.9285844  37.5081
-40.0  2.3  -225.9354878  33.1761
-40.0  2.4  -225.9425754  28.7286
-40.0  2.5  -225.9488135  24.8141
-40.0  2.6  -225.9539646  21.5817
-40.0  2.7  -225.9580774  19.0009
-40.0  2.8  -225.9613057  16.9751
-40.0  2.9  -225.963795  15.4131
-40.0  3.0  -225.9657059  14.214
      
-37.5  1.3  -225.9249854  39.7665
-37.5  1.4  -225.9703382  11.3072
-37.5  1.5  -225.984317  2.53533
-37.5  1.6  -225.9807823  4.75338
-37.5  1.7  -225.9684343  12.5019
-37.5  1.8  -225.9528646  22.272
-37.5  1.9  -225.938048  31.5696
-37.5  2.0  -225.9275498  38.1573
-37.5  2.1  -225.9244556  40.0989
-37.5  2.2  -225.9282607  37.7112
-37.5  2.3  -225.935095  33.4226
-37.5  2.4  -225.9421782  28.9778
-37.5  2.5  -225.9484432  25.0465
-37.5  2.6  -225.9536388  21.7862
-37.5  2.7  -225.9578005  19.1747
-37.5  2.8  -225.9610748  17.12
-37.5  2.9  -225.9636082  15.5303
-37.5  3.0  -225.96556  14.3055
      
-35.0  1.3  -225.9268353  38.6056
-35.0  1.4  -225.9718641  10.3496
-35.0  1.5  -225.9855089  1.7874
-35.0  1.6  -225.9816638  4.20023
-35.0  1.7  -225.9690375  12.1234
-35.0  1.8  -225.9532202  22.0489
-35.0  1.9  -225.9381792  31.4872
-35.0  2.0  -225.927467  38.2092
-35.0  2.1  -225.9241703  40.278
-35.0  2.2  -225.9278389  37.9759
-35.0  2.3  -225.9346266  33.7165
-35.0  2.4  -225.9417222  29.264
-35.0  2.5  -225.9480281  25.307
-35.0  2.6  -225.9532764  22.0136
-35.0  2.7  -225.9574919  19.3683
-35.0  2.8  -225.96082  17.2799
-35.0  2.9  -225.9634033  15.6589
-35.0  3.0  -225.9653929  14.4104
      
-32.5  1.3  -225.9283387  37.6622
-32.5  1.4  -225.9730736  9.59067
-32.5  1.5  -225.9864197  1.21586
-32.5  1.6  -225.982299  3.80164
-32.5  1.7  -225.9694289  11.8778
-32.5  1.8  -225.9533944  21.9396
-32.5  1.9  -225.9381567  31.5014
-32.5  2.0  -225.9272558  38.3418
-32.5  2.1  -225.9237815  40.5219
-32.5  2.2  -225.9273347  38.2923
-32.5  2.3  -225.9340925  34.0517
-32.5  2.4  -225.9412139  29.5829
-32.5  2.5  -225.9475729  25.5926
-32.5  2.6  -225.9528792  22.2628
-32.5  2.7  -225.9571584  19.5776
-32.5  2.8  -225.9605409  17.4551
-32.5  2.9  -225.9631738  15.8029
-32.5  3.0  -225.9652116  14.5241
      
-30.0  1.3  -225.9295508  36.9016
-30.0  1.4  -225.9740185  8.99773
-30.0  1.5  -225.9870973  0.790662
-30.0  1.6  -225.9827342  3.52855
-30.0  1.7  -225.9696477  11.7405
-30.0  1.8  -225.9534227  21.9218
-30.0  1.9  -225.9380111  31.5927
-30.0  2.0  -225.9269434  38.5378
-30.0  2.1  -225.9233109  40.8172
-30.0  2.2  -225.9267633  38.6508
-30.0  2.3  -225.9335021  34.4222
-30.0  2.4  -225.9406575  29.9321
-30.0  2.5  -225.9470772  25.9037
